CustomerID,Gender,Age,Annual Income (BDT),Spending Score (1-100),KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,GMM_Cluster
1991,Female,58,882610,8,3,3,0,3
1992,Female,25,1231204,88,0,2,0,0
1993,Female,18,1309269,100,0,2,0,0
1994,Female,45,1430687,50,2,1,0,2
1995,Male,52,1500000,35,2,1,0,2
1996,Male,61,786219,38,3,3,0,3
1997,Male,64,1070675,19,3,3,0,3
1998,Male,54,1092358,23,3,3,0,3
1999,Female,27,789607,74,4,4,0,4
2000,Female,29,899748,85,4,4,0,4
2001,Female,38,530100,39,1,0,0,1
2002,Female,34,749239,71,4,4,0,4
2003,Male,56,1106745,48,2,1,-1,2
2004,Male,43,1441233,22,2,1,0,2
2005,Male,54,850083,25,3,3,0,3
2006,Female,37,509937,47,1,0,0,1
2007,Male,31,585707,61,4,4,0,4
2008,Male,52,828510,21,3,3,0,3
2009,Male,37,480447,54,1,0,0,1
2010,Female,43,519614,43,1,0,0,1
2011,Male,46,1350575,24,2,1,0,2
2012,Female,33,705686,63,4,4,0,4
2013,Female,56,837687,18,3,3,0,3
2014,Female,42,1294105,34,2,1,0,2
2015,Female,52,770759,21,3,3,0,3
2016,Male,51,1383841,33,2,1,0,2
2017,Female,39,630182,48,1,0,0,1
2018,Male,53,1347413,36,2,1,0,2
2019,Male,44,1493570,30,2,1,0,2
2020,Female,34,835719,62,4,4,0,4
2021,Male,36,765008,60,4,4,0,4
2022,Female,23,1202624,74,0,2,0,0
2023,Female,59,1343141,30,2,1,0,2
2024,Female,50,1403024,22,2,1,0,2
2025,Female,55,1019531,17,3,3,0,3
2026,Female,29,768775,71,4,4,0,4
2027,Male,48,550021,30,1,0,0,1
2028,Female,55,858711,20,3,3,0,3
2029,Female,23,1336649,89,0,2,0,0
2030,Female,58,824609,20,3,3,0,3
2031,Female,45,540046,40,1,0,0,1
2032,Male,55,834611,20,3,3,0,3
2033,Male,57,764817,21,3,3,0,3
2034,Female,27,818355,72,4,4,0,4
2035,Male,47,1480193,39,2,1,0,2
2036,Female,24,736822,81,4,4,0,4
2037,Male,58,1066623,28,3,3,0,3
2038,Male,49,499705,54,1,0,0,1
2039,Female,27,648724,81,4,4,0,4
2040,Male,42,454964,44,1,0,0,1
2041,Male,25,1013193,88,0,2,0,0
2042,Female,25,1319867,85,0,2,0,0
2043,Male,32,693854,72,4,4,0,4
2044,Female,26,1245069,65,0,2,0,0
2045,Male,30,596288,68,4,4,0,4
2046,Male,27,1110054,89,0,2,0,0
2047,Female,48,1452308,47,2,1,0,2
2048,Female,26,1439753,87,0,2,0,0
2049,Male,57,902013,26,3,3,0,3
2050,Female,27,759439,77,4,4,0,4
2051,Male,25,1286161,78,0,2,0,0
2052,Male,25,643443,71,4,4,0,4
2053,Male,59,1224624,21,3,3,0,3
2054,Male,53,834948,31,3,3,0,3
2055,Male,31,817745,78,4,4,0,4
2056,Female,24,1271668,86,0,2,0,0
2057,Male,25,1109957,90,0,2,0,0
2058,Female,59,1302368,31,2,1,0,2
2059,Female,33,834751,93,4,4,0,4
2060,Male,49,1500000,24,2,1,0,2
2061,Female,30,689593,97,4,4,-1,4
2062,Female,46,1497665,42,2,1,0,2
2063,Male,47,499848,44,1,0,0,1
2064,Male,28,1498214,86,0,2,0,0
2065,Female,46,1440050,33,2,1,0,2
2066,Female,42,564270,56,1,0,0,1
2067,Female,59,905490,28,3,3,0,3
2068,Male,56,1009038,23,3,3,0,3
2069,Male,25,1251524,94,0,2,0,0
2070,Female,65,783076,14,3,3,0,3
2071,Female,30,789088,69,4,4,0,4
2072,Male,27,1183717,98,0,2,0,0
2073,Female,53,1500000,24,2,1,0,2
2074,Female,41,1488174,32,2,1,0,2
2075,Female,40,622950,59,1,0,0,1
2076,Male,47,1500000,45,2,1,0,2
2077,Female,38,553087,50,1,0,0,1
2078,Female,47,536862,43,1,0,0,1
2079,Male,50,647338,57,1,0,0,1
2080,Female,33,726122,75,4,4,0,4
2081,Male,48,1417821,33,2,1,0,2
2082,Female,55,977026,21,3,3,0,3
2083,Male,43,1369611,44,2,1,0,2
2084,Male,31,716801,81,4,4,0,4
2085,Male,44,649390,49,1,0,0,1
2086,Female,33,693361,85,4,4,0,4
2087,Male,34,675133,68,4,4,0,4
2088,Male,55,853687,26,3,3,0,3
2089,Male,53,1204784,47,2,1,0,2
2090,Male,64,839580,24,3,3,0,3
2091,Female,51,438606,64,1,0,0,1
2092,Female,34,619768,81,4,4,0,4
2093,Male,36,654609,82,4,4,0,4
2094,Male,41,421372,41,1,0,0,1
2095,Male,32,777163,73,4,4,0,4
2096,Female,27,1082511,96,0,2,0,0
2097,Male,24,1398142,87,0,2,0,0
2098,Male,52,1441451,43,2,1,0,2
2099,Female,55,784684,19,3,3,0,3
2100,Male,40,430038,59,1,0,0,1
2101,Male,42,1500000,28,2,1,0,2
2102,Male,44,1500000,39,2,1,0,2
2103,Female,34,696843,81,4,4,0,4
2104,Female,51,584886,49,1,0,0,1
2105,Female,59,1483514,41,2,1,0,2
2106,Female,43,674147,51,1,0,0,1
2107,Male,30,760632,66,4,4,0,4
2108,Male,53,1500000,44,2,1,0,2
2109,Female,24,991506,84,0,2,0,0
2110,Male,51,1348874,41,2,1,0,2
2111,Male,24,942332,84,0,2,0,0
2112,Male,47,1480393,36,2,1,0,2
2113,Male,37,704244,73,4,4,0,4
2114,Female,39,487603,39,1,0,0,1
2115,Male,56,854745,29,3,3,0,3
2116,Male,33,715236,61,4,4,0,4
2117,Female,55,1319699,28,2,1,0,2
2118,Male,45,1350895,32,2,1,0,2
2119,Female,33,582835,69,4,4,0,4
2120,Female,47,473587,50,1,0,0,1
2121,Female,27,1322407,90,0,2,0,0
2122,Female,46,535205,40,1,0,0,1
2123,Female,33,780033,78,4,4,0,4
2124,Male,50,1368278,39,2,1,0,2
2125,Male,38,441417,25,1,0,0,1
2126,Male,57,1500000,31,2,1,0,2
2127,Male,23,1207355,80,0,2,0,0
2128,Female,51,1384664,34,2,1,0,2
2129,Female,51,1486602,30,2,1,0,2
2130,Male,59,984896,16,3,3,0,3
2131,Male,55,1122304,12,3,3,0,3
2132,Male,49,1469591,49,2,1,0,2
2133,Female,29,1436111,81,0,2,0,0
2134,Male,42,1451073,42,2,1,0,2
2135,Female,56,1437497,28,2,1,0,2
2136,Female,43,580138,46,1,0,0,1
2137,Female,26,1237639,95,0,2,0,0
2138,Female,57,868530,16,3,3,0,3
2139,Male,48,1323938,42,2,1,0,2
2140,Male,45,1485120,42,2,1,0,2
2141,Male,28,1332507,96,0,2,0,0
2142,Female,25,1137482,97,0,2,0,0
2143,Male,22,1244454,84,0,2,0,0
2144,Male,23,1167569,80,0,2,0,0
2145,Female,55,921192,19,3,3,0,3
2146,Female,30,753608,70,4,4,0,4
2147,Male,33,818940,75,4,4,0,4
2148,Male,41,492932,41,1,0,0,1
2149,Female,51,1488049,40,2,1,0,2
2150,Female,38,430351,56,1,0,0,1
2151,Female,28,697171,64,4,4,0,4
2152,Male,53,832659,10,3,3,0,3
2153,Female,22,1041176,81,0,2,0,0
2154,Female,36,572289,52,1,0,0,1
2155,Female,54,870642,16,3,3,0,3
2156,Female,45,1439767,20,2,1,0,2
2157,Male,40,484693,46,1,0,0,1
2158,Male,22,1192854,84,0,2,0,0
2159,Female,59,935696,21,3,3,0,3
2160,Male,52,1229976,45,2,1,0,2
2161,Female,29,1396245,87,0,2,0,0
2162,Female,18,1002213,91,0,2,0,0
2163,Female,38,514065,50,1,0,0,1
2164,Female,27,1370709,85,0,2,0,0
2165,Female,26,1445901,85,0,2,0,0
2166,Female,47,536370,48,1,0,0,1
2167,Male,57,871942,19,3,3,0,3
2168,Male,23,1131252,83,0,2,0,0
2169,Female,60,808123,28,3,3,0,3
2170,Female,26,1090583,87,0,2,0,0
2171,Female,52,1361472,28,2,1,0,2
2172,Female,36,656462,40,1,0,0,1
2173,Female,30,689593,62,4,4,0,4
2174,Female,40,515543,43,1,0,0,1
2175,Female,36,410277,53,1,0,0,1
2176,Female,27,681279,68,4,4,0,4
2177,Female,29,809564,67,4,4,0,4
2178,Male,34,721353,70,4,4,0,4
2179,Male,55,1431866,40,2,1,0,2
2180,Female,30,818192,74,4,4,0,4
2181,Male,58,1301411,38,2,1,0,2
2182,Female,43,370777,41,1,0,0,1
2183,Male,31,530181,49,1,0,0,1
2184,Male,49,527097,38,1,0,0,1
2185,Male,59,1025704,13,3,3,0,3
2186,Female,59,1471671,28,2,1,0,2
2187,Male,47,628947,61,1,0,0,1
2188,Male,21,1206018,85,0,2,0,0
2189,Male,33,849055,71,4,4,0,4
2190,Male,30,497592,52,1,0,0,1
2191,Female,30,577653,74,4,4,0,4
2192,Female,26,1109791,87,0,2,0,0
2193,Male,24,1197601,84,0,2,0,0
2194,Male,37,867905,91,4,4,0,4
2195,Male,57,1475916,39,2,1,0,2
2196,Male,55,1487428,33,2,1,0,2
2197,Female,23,1329055,74,0,2,0,0
2198,Female,33,1210931,72,0,2,0,0
2199,Female,48,1287607,20,2,1,0,2
2200,Female,39,420075,50,1,0,0,1
2201,Female,34,815950,64,4,4,0,4
2202,Male,40,1426502,34,2,1,0,2
2203,Female,28,676587,56,4,4,0,4
2204,Male,32,755968,68,4,4,0,4
2205,Male,52,1498721,29,2,1,0,2
2206,Female,24,1249438,75,0,2,0,0
2207,Male,38,500350,51,1,0,0,1
2208,Female,32,788301,74,4,4,0,4
2209,Female,37,748177,84,4,4,0,4
2210,Male,30,738335,80,4,4,0,4
2211,Female,48,360945,43,1,0,0,1
2212,Male,61,658885,18,3,3,0,3
2213,Female,42,560932,59,1,0,0,1
2214,Male,60,862139,17,3,3,0,3
2215,Male,56,899522,23,3,3,0,3
2216,Male,53,914820,24,3,3,0,3
2217,Female,45,469346,57,1,0,0,1
2218,Male,56,1451770,40,2,1,0,2
2219,Male,27,1215601,87,0,2,0,0
2220,Male,43,1500000,30,2,1,0,2
2221,Female,27,1194967,87,0,2,0,0
2222,Male,29,1093469,78,0,2,0,0
2223,Male,19,1059219,90,0,2,0,0
2224,Male,60,843237,24,3,3,0,3
2225,Female,27,1246520,78,0,2,0,0
2226,Male,67,933555,10,3,3,0,3
2227,Female,29,1225674,82,0,2,0,0
2228,Female,33,813734,57,4,4,0,4
2229,Female,39,604541,44,1,0,0,1
2230,Male,37,813363,62,4,4,0,4
2231,Male,56,948937,30,3,3,0,3
2232,Male,52,1341739,55,2,1,0,2
2233,Male,40,463730,45,1,0,0,1
2234,Female,55,912964,23,3,3,0,3
2235,Male,23,1069481,90,0,2,0,0
2236,Female,28,1233000,83,0,2,0,0
2237,Male,30,1096129,84,0,2,0,0
2238,Female,58,777804,16,3,3,0,3
2239,Male,45,548438,41,1,0,0,1
2240,Female,27,723177,63,4,4,0,4
2241,Female,57,1336990,33,2,1,0,2
2242,Male,40,409990,57,1,0,0,1
2243,Female,53,928360,13,3,3,0,3
2244,Female,51,1338366,15,2,1,0,2
2245,Female,27,1071646,92,0,2,0,0
2246,Male,34,551305,58,1,0,0,1
2247,Female,34,658552,71,4,4,0,4
2248,Male,58,953518,23,3,3,0,3
2249,Male,37,518832,44,1,0,0,1
2250,Female,49,1500000,23,2,1,0,2
2251,Female,25,1140124,89,0,2,0,0
2252,Male,29,582270,71,4,4,0,4
2253,Male,52,995163,16,3,3,0,3
2254,Female,23,1077671,83,0,2,0,0
2255,Male,57,939255,16,3,3,0,3
2256,Female,46,1500000,33,2,1,0,2
2257,Female,25,1500000,87,0,2,0,0
2258,Male,39,637831,54,1,0,0,1
2259,Female,24,1232725,84,0,2,0,0
2260,Male,53,830342,19,3,3,0,3
2261,Female,52,1500000,42,2,1,0,2
2262,Male,54,1447177,31,2,1,0,2
2263,Male,56,1328240,48,2,1,0,2
2264,Male,52,843430,19,3,3,0,3
2265,Male,62,1500000,30,2,1,0,2
2266,Male,25,730230,82,4,4,0,4
2267,Male,24,1160013,77,0,2,0,0
2268,Male,51,1338312,37,2,1,0,2
2269,Female,21,1128303,90,0,2,0,0
2270,Male,43,347293,48,1,0,0,1
2271,Male,54,1322140,41,2,1,0,2
2272,Female,27,916895,79,4,4,0,4
2273,Male,52,1302382,46,2,1,0,2
2274,Male,49,1447952,29,2,1,0,2
2275,Female,52,1359727,23,2,1,0,2
2276,Male,26,1333148,79,0,2,0,0
2277,Male,64,1156365,24,3,3,0,3
2278,Female,48,1439398,35,2,1,0,2
2279,Male,48,1298088,40,2,1,0,2
2280,Female,60,845955,24,3,3,0,3
2281,Male,22,1335419,80,0,2,0,0
2282,Male,54,868146,23,3,3,0,3
2283,Female,40,1500000,37,2,1,0,2
2284,Female,28,1132232,82,0,2,0,0
2285,Female,31,1154369,96,0,2,0,0
2286,Male,41,570896,52,1,0,0,1
2287,Male,44,1274474,43,2,1,0,2
2288,Female,26,1305571,84,0,2,0,0
2289,Male,43,468764,40,1,0,0,1
2290,Male,51,1372305,30,2,1,0,2
2291,Male,39,403903,55,1,0,0,1
2292,Female,31,674033,59,4,4,0,4
2293,Male,43,1444270,30,2,1,0,2
2294,Male,29,1190020,81,0,2,0,0
2295,Female,46,1264852,52,2,1,0,2
2296,Female,28,1225563,82,0,2,0,0
2297,Female,31,778814,82,4,4,0,4
2298,Male,33,756492,87,4,4,0,4
2299,Female,46,1498128,37,2,1,0,2
2300,Male,61,888046,24,3,3,0,3
2301,Male,29,1186395,80,0,2,0,0
2302,Female,27,1255985,85,0,2,0,0
2303,Female,33,578736,55,1,0,0,1
2304,Female,46,1279503,31,2,1,0,2
2305,Male,22,1215805,87,0,2,0,0
2306,Male,60,848604,27,3,3,0,3
2307,Male,55,1500000,27,2,1,0,2
2308,Female,21,1030689,89,0,2,0,0
2309,Male,54,884722,20,3,3,0,3
2310,Female,28,1155660,86,0,2,0,0
2311,Female,55,1408081,43,2,1,0,2
2312,Female,36,588140,45,1,0,0,1
2313,Female,50,1500000,22,2,1,0,2
2314,Female,36,1441154,46,2,1,0,2
2315,Male,30,660707,63,4,4,0,4
2316,Female,32,878182,65,4,4,0,4
2317,Female,36,734357,76,4,4,0,4
2318,Female,25,1388890,95,0,2,0,0
2319,Male,52,472448,45,1,0,0,1
2320,Male,56,959534,26,3,3,0,3
2321,Male,48,1364866,29,2,1,0,2
2322,Female,35,668532,84,4,4,0,4
2323,Female,51,1333127,38,2,1,0,2
2324,Male,58,1500000,33,2,1,0,2
2325,Male,41,433879,47,1,0,0,1
2326,Female,30,1169832,87,0,2,0,0
2327,Male,28,705251,70,4,4,0,4
2328,Female,39,618441,39,1,0,0,1
2329,Male,45,1193533,32,2,1,0,2
2330,Female,36,366923,33,1,0,0,1
2331,Female,54,1500000,29,2,1,0,2
2332,Male,26,1146450,84,0,2,0,0
2333,Female,22,1189579,88,0,2,0,0
2334,Male,24,1266934,84,0,2,0,0
2335,Female,22,1213443,88,0,2,0,0
2336,Male,32,802591,59,4,4,0,4
2337,Male,41,1382915,24,2,1,0,2
2338,Female,50,462224,58,1,0,0,1
2339,Male,32,791616,72,4,4,0,4
2340,Male,59,831885,35,3,3,0,3
2341,Male,39,635201,43,1,0,0,1
2342,Female,22,1194199,88,0,2,0,0
2343,Female,62,727530,16,3,3,0,3
2344,Male,26,767323,72,4,4,0,4
2345,Female,34,846161,82,4,4,0,4
2346,Male,33,565261,47,1,0,0,1
2347,Female,22,1133023,79,0,2,0,0
2348,Male,49,1485872,37,2,1,0,2
2349,Male,27,1153516,76,0,2,0,0
2350,Male,49,1343056,35,2,1,0,2
2351,Male,28,767287,66,4,4,0,4
2352,Female,37,846902,72,4,4,0,4
2353,Male,33,747095,73,4,4,0,4
2354,Male,38,783227,57,4,4,0,4
2355,Male,27,1387465,99,0,2,0,0
2356,Female,53,1348069,13,2,1,0,2
2357,Female,45,1500000,33,2,1,0,2
2358,Male,60,759659,26,3,3,0,3
2359,Male,25,1133436,74,0,2,0,0
2360,Male,46,341749,44,1,0,0,1
2361,Female,23,1213384,88,0,2,0,0
2362,Male,42,544022,44,1,0,0,1
2363,Male,60,900534,25,3,3,0,3
2364,Female,46,1223131,28,2,1,0,2
2365,Male,23,612481,74,4,4,0,4
2366,Female,47,523855,63,1,0,0,1
2367,Female,43,1426393,36,2,1,0,2
2368,Male,55,782027,14,3,3,0,3
2369,Male,27,1200540,82,0,2,0,0
2370,Male,57,771535,14,3,3,0,3
2371,Female,25,1283019,96,0,2,0,0
2372,Male,31,715320,77,4,4,0,4
2373,Male,44,385167,48,1,0,0,1
2374,Male,41,546041,44,1,0,0,1
2375,Female,64,829925,24,3,3,0,3
2376,Female,31,1342228,88,0,2,0,0
2377,Female,64,847784,14,3,3,0,3
2378,Male,24,1278907,80,0,2,0,0
2379,Female,61,809305,22,3,3,0,3
2380,Female,41,546466,56,1,0,0,1
2381,Male,61,881904,19,3,3,0,3
2382,Male,26,1199017,83,0,2,0,0
2383,Female,36,441370,59,1,0,0,1
2384,Male,28,770332,68,4,4,0,4
2385,Male,36,441276,41,1,0,0,1
2386,Male,39,513748,27,1,0,0,1
2387,Male,43,1491371,35,2,1,0,2
2388,Male,47,520980,65,1,0,0,1
2389,Male,33,497199,82,4,4,0,4
2390,Female,37,586742,41,1,0,0,1
2391,Female,45,463208,46,1,0,0,1
2392,Male,43,490951,64,1,0,0,1
2393,Female,28,799412,64,4,4,0,4
2394,Male,19,1316687,79,0,2,0,0
2395,Female,46,579754,40,1,0,0,1
2396,Male,54,1059519,30,3,3,0,3
2397,Male,52,1494979,41,2,1,0,2
2398,Male,55,1482728,30,2,1,0,2
2399,Male,27,684565,88,4,4,0,4
2400,Female,52,1500000,41,2,1,0,2
2401,Male,28,1034336,97,0,2,0,0
2402,Male,42,586263,44,1,0,0,1
2403,Male,57,678851,32,3,3,0,3
2404,Male,60,844765,19,3,3,0,3
2405,Male,62,873440,21,3,3,0,3
2406,Female,43,523196,57,1,0,0,1
2407,Female,47,349364,38,1,0,0,1
2408,Female,25,1323726,85,0,2,0,0
2409,Male,38,710921,73,4,4,0,4
2410,Female,49,1288020,24,2,1,0,2
2411,Male,42,1277779,35,2,1,0,2
2412,Male,49,1460898,27,2,1,0,2
2413,Female,35,587063,54,1,0,0,1
2414,Female,61,909018,16,3,3,0,3
2415,Female,61,951300,27,3,3,0,3
2416,Male,28,628633,79,4,4,0,4
2417,Female,41,452405,44,1,0,0,1
2418,Female,30,898105,70,4,4,0,4
2419,Female,31,813597,61,4,4,0,4
2420,Female,28,610642,75,4,4,0,4
2421,Male,57,775522,22,3,3,0,3
2422,Male,26,1297456,77,0,2,0,0
2423,Female,22,1050229,90,0,2,0,0
2424,Male,24,718533,74,4,4,0,4
2425,Male,44,825377,22,3,3,-1,3
2426,Female,27,1163730,84,0,2,0,0
2427,Female,40,918153,70,4,4,0,4
2428,Female,35,495813,44,1,0,0,1
2429,Female,30,829102,68,4,4,0,4
2430,Male,47,1490387,37,2,1,0,2
2431,Male,42,498680,64,1,0,0,1
2432,Female,37,456016,47,1,0,0,1
2433,Female,22,1213398,82,0,2,0,0
2434,Male,27,1207929,90,0,2,0,0
2435,Female,38,585065,62,1,0,0,1
2436,Male,22,1204057,86,0,2,0,0
2437,Male,32,936366,58,4,4,0,4
2438,Male,56,1345212,40,2,1,0,2
2439,Male,35,505375,43,1,0,0,1
2440,Male,36,567297,48,1,0,0,1
2441,Male,52,1500000,32,2,1,0,2
2442,Female,35,956653,66,4,4,0,4
2443,Female,50,1389625,35,2,1,0,2
2444,Male,43,413610,48,1,0,0,1
2445,Male,36,469323,44,1,0,0,1
2446,Female,37,567705,51,1,0,0,1
2447,Male,54,1234331,46,2,1,0,2
2448,Female,39,871765,79,4,4,0,4
2449,Female,42,620766,41,1,0,0,1
2450,Male,44,555093,54,1,0,0,1
2451,Female,39,463202,63,1,0,0,1
2452,Male,60,826982,35,3,3,0,3
2453,Male,62,777613,16,3,3,0,3
2454,Female,32,1236428,86,0,2,0,0
2455,Male,54,856932,17,3,3,0,3
2456,Female,29,907316,77,4,4,0,4
2457,Male,36,514659,55,1,0,0,1
2458,Female,26,846263,87,4,2,0,4
2459,Female,39,776090,66,4,4,0,4
2460,Male,32,618407,54,4,4,0,4
2461,Female,60,626634,15,3,3,0,3
2462,Male,47,1459899,38,2,1,0,2
2463,Female,64,694203,25,3,3,0,3
2464,Female,43,592070,51,1,0,0,1
2465,Female,45,493680,44,1,0,0,1
2466,Male,29,677166,63,4,4,0,4
2467,Female,60,863509,26,3,3,0,3
2468,Male,25,1225097,90,0,2,0,0
2469,Male,32,925202,69,4,4,0,4
2470,Male,51,888088,19,3,3,0,3
2471,Female,54,1068376,12,3,3,0,3
2472,Male,32,700231,69,4,4,0,4
2473,Female,24,1144178,81,0,2,0,0
2474,Female,27,1154790,86,0,2,0,0
2475,Female,24,1165222,78,0,2,0,0
2476,Female,27,682433,69,4,4,0,4
2477,Female,43,1177679,38,2,1,0,2
2478,Female,31,738178,67,4,4,0,4
2479,Female,19,1384790,87,0,2,0,0
2480,Male,37,618398,47,1,0,0,1
2481,Female,33,754483,78,4,4,0,4
2482,Male,49,1424669,28,2,1,0,2
2483,Male,25,1255427,82,0,2,0,0
2484,Female,53,1500000,27,2,1,0,2
2485,Male,43,499925,41,1,0,0,1
2486,Female,57,1360447,25,2,1,0,2
2487,Male,54,801805,17,3,3,0,3
2488,Male,35,863776,65,4,4,0,4
2489,Female,57,1500000,47,2,1,0,2
2490,Female,35,678580,48,1,0,0,1
2491,Female,25,1293880,99,0,2,0,0
2492,Female,38,923041,79,4,4,0,4
2493,Female,48,1178161,35,2,1,0,2
2494,Female,26,808019,77,4,4,0,4
2495,Female,61,880878,25,3,3,0,3
2496,Female,48,451243,43,1,0,0,1
2497,Male,55,1045936,16,3,3,0,3
2498,Female,54,1354758,32,2,1,0,2
2499,Female,49,1480254,43,2,1,0,2
2500,Female,59,871870,23,3,3,0,3
2501,Male,53,551728,16,3,3,-1,3
2502,Male,20,1400624,91,0,2,0,0
2503,Female,36,592440,31,1,0,0,1
2504,Female,43,468804,52,1,0,0,1
2505,Female,55,894606,19,3,3,0,3
2506,Female,59,950948,26,3,3,0,3
2507,Female,26,1193384,84,0,2,0,0
2508,Male,27,1145247,76,0,2,0,0
2509,Female,38,436956,41,1,0,0,1
2510,Male,31,758222,59,4,4,0,4
2511,Female,26,1287219,70,0,2,0,0
2512,Male,46,1415153,34,2,1,0,2
2513,Male,59,841636,17,3,3,0,3
2514,Female,41,440273,48,1,0,0,1
2515,Female,23,1189889,82,0,2,0,0
2516,Female,25,717939,66,4,4,0,4
2517,Male,31,1335101,86,0,2,0,0
2518,Male,53,904960,21,3,3,0,3
2519,Female,43,602768,38,1,0,0,1
2520,Male,36,450051,32,1,0,0,1
2521,Male,32,817037,67,4,4,0,4
2522,Male,28,678454,72,4,4,0,4
2523,Female,27,723741,78,4,4,0,4
2524,Female,39,553619,75,4,4,0,4
2525,Male,33,750892,51,4,4,0,4
2526,Male,35,597755,64,4,0,0,4
2527,Female,43,430513,39,1,0,0,1
2528,Male,57,931145,18,3,3,0,3
2529,Female,45,1387738,32,2,1,0,2
2530,Male,55,783144,20,3,3,0,3
2531,Male,22,1193631,80,0,2,0,0
2532,Male,48,1484909,22,2,1,0,2
2533,Female,42,579641,50,1,0,0,1
2534,Female,25,1146547,70,0,2,0,0
2535,Male,28,1276513,81,0,2,0,0
2536,Female,36,615411,43,1,0,0,1
2537,Male,58,766813,19,3,3,0,3
2538,Female,32,641481,83,4,4,0,4
2539,Male,35,766443,82,4,4,0,4
2540,Female,40,507827,44,1,0,0,1
2541,Female,45,612731,55,1,0,0,1
2542,Male,52,1217220,33,2,1,0,2
2543,Male,25,1261068,89,0,2,0,0
2544,Female,20,789847,73,4,4,0,4
2545,Female,30,578446,63,4,4,0,4
2546,Female,39,581717,36,1,0,0,1
2547,Female,27,1083931,65,0,4,0,0
2548,Female,42,1211417,24,2,1,0,2
2549,Male,28,869868,67,4,4,0,4
2550,Female,41,628936,74,4,4,0,4
2551,Female,44,1461556,38,2,1,0,2
2552,Male,39,399467,59,1,0,0,1
2553,Male,27,803173,78,4,4,0,4
2554,Female,62,938318,22,3,3,0,3
2555,Female,38,553385,40,1,0,0,1
2556,Female,41,1209799,33,2,1,0,2
2557,Male,55,886632,9,3,3,0,3
2558,Female,51,956192,25,3,3,0,3
2559,Female,36,583618,80,4,4,0,4
2560,Female,64,1120736,16,3,3,0,3
2561,Male,45,361291,22,1,0,-1,1
2562,Female,25,1359363,93,0,2,0,0
2563,Male,26,677711,79,4,4,0,4
2564,Male,26,1228528,75,0,2,0,0
2565,Female,43,672967,47,1,0,0,1
2566,Female,65,910373,33,3,3,0,3
2567,Female,37,532000,39,1,0,0,1
2568,Female,60,769557,31,3,3,0,3
2569,Female,22,1211097,86,0,2,0,0
2570,Male,25,1163152,90,0,2,0,0
2571,Male,44,503596,58,1,0,0,1
2572,Male,56,999781,30,3,3,0,3
2573,Female,25,1318447,66,0,2,0,0
2574,Male,50,765771,12,3,3,0,3
2575,Male,33,816330,68,4,4,0,4
2576,Female,47,415836,35,1,0,0,1
2577,Female,57,940069,23,3,3,0,3
2578,Female,54,1307052,29,2,1,0,2
2579,Female,45,582201,52,1,0,0,1
2580,Female,30,953908,83,4,4,0,4
2581,Female,24,1206821,75,0,2,0,0
2582,Male,61,870458,23,3,3,0,3
2583,Male,33,685986,69,4,4,0,4
2584,Female,53,1473645,34,2,1,0,2
2585,Male,61,850554,26,3,3,0,3
2586,Male,44,1484463,50,2,1,0,2
2587,Male,63,973754,8,3,3,0,3
2588,Female,28,1215775,84,0,2,0,0
2589,Male,58,899201,14,3,3,0,3
2590,Male,35,626004,61,4,0,0,4
2591,Male,31,750274,67,4,4,0,4
2592,Female,34,648675,57,4,4,0,4
2593,Male,59,1004719,35,3,3,0,3
2594,Male,24,1014992,78,0,2,0,0
2595,Male,24,1267261,73,0,2,0,0
2596,Male,25,889486,82,4,4,0,4
2597,Female,55,1009257,14,3,3,0,3
2598,Male,55,873216,18,3,3,0,3
2599,Male,60,940266,18,3,3,0,3
2600,Female,51,470238,60,1,0,0,1
2601,Male,59,976618,30,3,3,0,3
2602,Female,24,1254901,83,0,2,0,0
2603,Male,44,518861,60,1,0,0,1
2604,Female,51,1500000,44,2,1,0,2
2605,Male,34,886462,75,4,4,0,4
2606,Male,64,796750,24,3,3,0,3
2607,Female,54,785512,19,3,3,0,3
2608,Male,59,888208,29,3,3,0,3
2609,Male,44,579631,39,1,0,0,1
2610,Male,53,1272465,34,2,1,0,2
2611,Male,55,1437326,46,2,1,0,2
2612,Male,49,1500000,35,2,1,0,2
2613,Female,48,766378,68,1,0,-1,1
2614,Female,28,1145005,79,0,2,0,0
2615,Male,27,1416664,90,0,2,0,0
2616,Male,52,905452,23,3,3,0,3
2617,Male,42,1255060,34,2,1,0,2
2618,Male,43,1261373,26,2,1,0,2
2619,Male,60,1017304,21,3,3,0,3
2620,Female,62,830325,18,3,3,0,3
2621,Female,40,543161,37,1,0,0,1
2622,Male,30,814704,64,4,4,0,4
2623,Female,50,1346381,25,2,1,0,2
2624,Female,63,854815,23,3,3,0,3
2625,Female,28,1291589,77,0,2,0,0
2626,Female,31,779395,51,4,4,0,4
2627,Male,40,1390458,29,2,1,0,2
2628,Female,20,1226791,100,0,2,0,0
2629,Female,52,720230,24,3,3,0,3
2630,Female,22,992156,95,0,2,0,0
2631,Female,28,679484,62,4,4,0,4
2632,Female,23,1380565,81,0,2,0,0
2633,Male,24,768032,57,4,4,0,4
2634,Male,63,1004952,36,3,3,0,3
2635,Female,50,1491323,44,2,1,0,2
2636,Female,46,1492937,31,2,1,0,2
2637,Male,23,1064667,76,0,2,0,0
2638,Male,40,558744,30,1,0,0,1
2639,Female,28,725295,64,4,4,0,4
